City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Dropoff Time,Distance (miles),Fare Amount,Fare Currency
493,UberX,COMPLETED,2020-10-25 18:23:40 +0000 UTC,2020-10-25 18:31:24 +0000 UTC,2020-10-25 18:37:48 +0000 UTC,1.91409345460596,8.58,BRL
493,UberX,COMPLETED,2020-10-11 14:57:35 +0000 UTC,2020-10-11 15:05:40 +0000 UTC,2020-10-11 15:14:36 +0000 UTC,1.95630724342243,11.77,BRL
493,UberX,COMPLETED,2020-10-10 18:44:36 +0000 UTC,2020-10-10 18:51:06 +0000 UTC,2020-10-10 18:56:33 +0000 UTC,0.82894718409108,7.75,BRL
493,UberX,COMPLETED,2020-10-10 17:03:13 +0000 UTC,2020-10-10 17:09:14 +0000 UTC,2020-10-10 17:17:33 +0000 UTC,1.90318546181879,8.08,BRL
493,Flash,COMPLETED,2020-09-27 20:32:16 +0000 UTC,2020-09-27 20:36:46 +0000 UTC,2020-09-27 20:39:34 +0000 UTC,0.54099230356305,6.35,BRL
493,UberX,COMPLETED,2020-08-31 20:29:11 +0000 UTC,2020-08-31 20:44:32 +0000 UTC,2020-08-31 20:47:16 +0000 UTC,1.20680598885518,8.23,BRL
493,UberX,COMPLETED,2020-06-03 18:03:27 +0000 UTC,2020-06-03 18:07:50 +0000 UTC,2020-06-03 18:14:39 +0000 UTC,1.34943400368943,6.09,BRL
493,UberX,COMPLETED,2020-06-01 15:56:38 +0000 UTC,2020-06-01 15:58:22 +0000 UTC,2020-06-01 16:04:24 +0000 UTC,1.12342155025636,6.34,BRL
493,UberX,COMPLETED,2020-03-07 07:02:30 +0000 UTC,2020-03-07 07:05:37 +0000 UTC,2020-03-07 07:08:36 +0000 UTC,0.73515445866772,10.48,BRL
493,Comfort,CANCELED,2020-03-06 22:40:28 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,CANCELED,2020-03-06 22:39:14 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,CANCELED,2020-03-06 22:28:39 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,COMPLETED,2020-03-06 03:24:47 +0000 UTC,2020-03-06 03:27:03 +0000 UTC,2020-03-06 03:33:29 +0000 UTC,1.23275212062287,6.47,BRL
493,UberX,COMPLETED,2020-03-05 23:50:51 +0000 UTC,2020-03-05 23:54:36 +0000 UTC,2020-03-06 00:02:54 +0000 UTC,1.67117309964808,6.9,BRL
493,UberX,COMPLETED,2020-03-04 17:13:03 +0000 UTC,2020-03-04 17:14:52 +0000 UTC,2020-03-04 17:24:00 +0000 UTC,1.65121290698613,6.9,BRL
493,UberX,COMPLETED,2020-03-02 02:05:56 +0000 UTC,2020-03-02 02:08:00 +0000 UTC,2020-03-02 02:16:31 +0000 UTC,1.7794538989933,7.92,BRL
493,UberX,COMPLETED,2020-03-01 17:35:14 +0000 UTC,2020-03-01 17:38:31 +0000 UTC,2020-03-01 17:47:48 +0000 UTC,2.0216016475971,7.89,BRL
493,UberX,COMPLETED,2020-02-21 02:28:08 +0000 UTC,2020-02-21 02:34:05 +0000 UTC,2020-02-21 02:40:04 +0000 UTC,1.39756106229736,6.2,BRL
493,UberX,COMPLETED,2020-02-15 01:59:55 +0000 UTC,2020-02-15 02:04:29 +0000 UTC,2020-02-15 02:19:40 +0000 UTC,3.90335684479174,12.77,BRL
493,Comfort,COMPLETED,2020-02-14 01:27:05 +0000 UTC,2020-02-14 01:33:59 +0000 UTC,2020-02-14 01:40:06 +0000 UTC,1.42136227805464,10.85,BRL
493,UberX,COMPLETED,2020-02-12 00:21:55 +0000 UTC,2020-02-12 00:33:08 +0000 UTC,2020-02-12 00:36:58 +0000 UTC,0.95083144372719,6.39,BRL
493,UberX,COMPLETED,2020-02-07 17:44:31 +0000 UTC,2020-02-07 17:52:26 +0000 UTC,2020-02-07 17:59:24 +0000 UTC,1.35347386200624,6.09,BRL
493,UberX,DRIVER_CANCELED,2020-02-07 17:38:16 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,4.5,BRL
493,UberX,COMPLETED,2020-02-03 19:10:41 +0000 UTC,2020-02-03 19:13:21 +0000 UTC,2020-02-03 19:21:51 +0000 UTC,1.57570136518125,6.33,BRL
493,UberX,COMPLETED,2020-01-31 03:29:53 +0000 UTC,2020-01-31 03:34:30 +0000 UTC,2020-01-31 03:39:16 +0000 UTC,1.08664821588582,7.62,BRL
493,UberX,COMPLETED,2020-01-24 03:06:13 +0000 UTC,2020-01-24 03:16:08 +0000 UTC,2020-01-24 03:20:53 +0000 UTC,1.07879262072717,8.77,BRL
493,UberX,COMPLETED,2020-01-23 22:34:24 +0000 UTC,2020-01-23 22:54:27 +0000 UTC,2020-01-23 23:04:30 +0000 UTC,1.66291295293161,9.45,BRL
493,UberX,COMPLETED,2020-01-23 03:02:05 +0000 UTC,2020-01-23 03:08:38 +0000 UTC,2020-01-23 03:14:06 +0000 UTC,1.08983772804294,9.35,BRL
493,,UNFULFILLED,2020-01-23 02:57:16 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,COMPLETED,2020-01-22 22:37:49 +0000 UTC,2020-01-22 22:41:49 +0000 UTC,2020-01-22 22:52:28 +0000 UTC,1.73634811969645,7.01,BRL
493,UberX,COMPLETED,2020-01-17 02:59:35 +0000 UTC,2020-01-17 03:10:48 +0000 UTC,2020-01-17 03:17:57 +0000 UTC,1.73831006033191,6.61,BRL
493,UberX,COMPLETED,2020-01-09 01:59:24 +0000 UTC,2020-01-09 02:05:15 +0000 UTC,2020-01-09 02:10:13 +0000 UTC,1.23390320293178,6.04,BRL
493,UberX,COMPLETED,2020-01-04 03:56:02 +0000 UTC,2020-01-04 04:02:49 +0000 UTC,2020-01-04 04:08:08 +0000 UTC,1.49506839275933,6.13,BRL
458,UberX,COMPLETED,2019-12-15 23:19:19 +0000 UTC,2019-12-15 23:30:46 +0000 UTC,2019-12-15 23:40:34 +0000 UTC,2.12910312146975,10.53,BRL
458,UberX,COMPLETED,2019-12-15 22:16:57 +0000 UTC,2019-12-15 22:22:38 +0000 UTC,2019-12-15 22:41:51 +0000 UTC,1.70921314216044,9.18,BRL
458,UberX,COMPLETED,2019-12-15 17:30:09 +0000 UTC,2019-12-15 17:40:43 +0000 UTC,2019-12-15 17:48:01 +0000 UTC,1.31012352297311,6.94,BRL
493,UberX,COMPLETED,2019-12-10 04:36:45 +0000 UTC,2019-12-10 04:43:53 +0000 UTC,2019-12-10 04:53:34 +0000 UTC,2.65682563481933,8.32,BRL
493,UberX,COMPLETED,2019-12-10 03:45:12 +0000 UTC,2019-12-10 03:55:02 +0000 UTC,2019-12-10 04:26:22 +0000 UTC,10.12120568021558,38.78,BRL
493,UberX,COMPLETED,2019-12-04 14:36:57 +0000 UTC,2019-12-04 14:38:48 +0000 UTC,2019-12-04 14:49:10 +0000 UTC,1.12215140188339,6.4,BRL
493,UberX,CANCELED,2019-11-10 04:23:06 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,COMPLETED,2019-11-09 22:20:05 +0000 UTC,2019-11-09 22:25:10 +0000 UTC,2019-11-09 22:40:49 +0000 UTC,3.09913262285279,9.67,BRL
493,UberX,COMPLETED,2019-10-20 03:10:17 +0000 UTC,2019-10-20 03:13:22 +0000 UTC,2019-10-20 03:24:23 +0000 UTC,3.03093014081294,10.79,BRL
493,UberX,COMPLETED,2019-10-19 22:10:41 +0000 UTC,2019-10-19 22:15:55 +0000 UTC,2019-10-19 22:35:19 +0000 UTC,3.58576784319142,16.65,BRL
493,UberX,COMPLETED,2019-10-19 03:12:36 +0000 UTC,2019-10-19 03:19:39 +0000 UTC,2019-10-19 03:24:07 +0000 UTC,1.31902878790249,6.32,BRL
493,UberX,COMPLETED,2019-10-12 03:11:31 +0000 UTC,2019-10-12 03:18:46 +0000 UTC,2019-10-12 03:21:47 +0000 UTC,1.09125803630232,6.27,BRL
493,UberX,CANCELED,2019-10-12 03:07:18 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,COMPLETED,2019-10-05 04:57:08 +0000 UTC,2019-10-05 05:02:43 +0000 UTC,2019-10-05 05:09:25 +0000 UTC,1.75710811457407,8.26,BRL
493,UberX,COMPLETED,2019-10-03 23:06:08 +0000 UTC,2019-10-03 23:12:42 +0000 UTC,2019-10-03 23:18:38 +0000 UTC,1.38585111257458,6.04,BRL
493,UberX,COMPLETED,2019-09-27 00:33:44 +0000 UTC,2019-09-27 00:42:15 +0000 UTC,2019-09-27 00:50:56 +0000 UTC,1.7131496744111,10.95,BRL
493,UberX,COMPLETED,2019-09-21 02:51:36 +0000 UTC,2019-09-21 02:55:41 +0000 UTC,2019-09-21 03:01:25 +0000 UTC,1.15281286253932,6.4,BRL
493,UberX,COMPLETED,2019-09-14 00:41:16 +0000 UTC,2019-09-14 00:47:25 +0000 UTC,2019-09-14 00:52:05 +0000 UTC,0.89531936084461,6.46,BRL
493,UberX,COMPLETED,2019-08-30 22:25:54 +0000 UTC,2019-08-30 22:30:13 +0000 UTC,2019-08-30 22:50:04 +0000 UTC,3.01961868420046,10.74,BRL
493,UberX,COMPLETED,2019-08-24 03:06:29 +0000 UTC,2019-08-24 03:08:47 +0000 UTC,2019-08-24 03:13:42 +0000 UTC,1.08177004375316,6.4,BRL
493,UberX,COMPLETED,2019-08-17 06:30:57 +0000 UTC,2019-08-17 06:35:59 +0000 UTC,2019-08-17 06:38:49 +0000 UTC,0.74639764838899,9.23,BRL
493,UberX,COMPLETED,2019-08-17 01:58:58 +0000 UTC,2019-08-17 02:00:26 +0000 UTC,2019-08-17 02:05:11 +0000 UTC,0.7526119545488,6.4,BRL
471,UberX,COMPLETED,2019-07-26 21:05:35 +0000 UTC,2019-07-26 21:06:57 +0000 UTC,2019-07-26 21:15:08 +0000 UTC,3.14732542147564,10.57,EUR
471,Green,CANCELED,2019-07-26 21:04:21 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,EUR
37,UberX,COMPLETED,2019-07-26 05:14:11 +0000 UTC,2019-07-26 05:21:19 +0000 UTC,2019-07-26 05:31:20 +0000 UTC,2.78805738153447,9.11,EUR
37,UberX,COMPLETED,2019-07-24 22:43:12 +0000 UTC,2019-07-24 22:48:16 +0000 UTC,2019-07-24 23:07:25 +0000 UTC,9.94984212436988,27.8,EUR
493,UberX,COMPLETED,2019-07-23 17:41:25 +0000 UTC,2019-07-23 17:44:55 +0000 UTC,2019-07-23 18:00:56 +0000 UTC,2.45704523702943,9.06,BRL
493,UberX,COMPLETED,2019-07-14 01:22:44 +0000 UTC,2019-07-14 01:26:43 +0000 UTC,2019-07-14 01:33:12 +0000 UTC,1.07309551719976,6.4,BRL
493,UberX,COMPLETED,2019-07-13 23:42:37 +0000 UTC,2019-07-13 23:50:40 +0000 UTC,2019-07-13 23:59:54 +0000 UTC,1.60896369604657,6.4,BRL
1275,UberX,COMPLETED,2019-07-05 20:00:57 +0000 UTC,2019-07-05 20:07:09 +0000 UTC,2019-07-05 20:34:34 +0000 UTC,6.79147442445007,26.57,BRL
1275,UberX,COMPLETED,2019-07-02 20:33:24 +0000 UTC,2019-07-02 20:41:30 +0000 UTC,2019-07-02 20:52:13 +0000 UTC,1.60323917859556,6.88,BRL
493,Select,COMPLETED,2019-06-20 02:52:02 +0000 UTC,2019-06-20 02:57:37 +0000 UTC,2019-06-20 03:01:41 +0000 UTC,1.06045883466793,7.23,BRL
493,UberX,COMPLETED,2019-06-19 21:41:47 +0000 UTC,2019-06-19 21:55:03 +0000 UTC,2019-06-19 22:13:14 +0000 UTC,1.76163437874518,15.81,BRL
493,UberX,COMPLETED,2019-06-15 01:52:23 +0000 UTC,2019-06-15 01:56:08 +0000 UTC,2019-06-15 02:03:19 +0000 UTC,1.67366324238676,5.8100000000000005,BRL
493,UberX,COMPLETED,2019-06-09 06:21:37 +0000 UTC,2019-06-09 06:25:08 +0000 UTC,2019-06-09 06:33:47 +0000 UTC,2.55187651046388,10.28,BRL
493,UberX,COMPLETED,2019-06-08 22:33:22 +0000 UTC,2019-06-08 22:40:29 +0000 UTC,2019-06-08 23:11:48 +0000 UTC,8.82685889054706,39.44,BRL
493,UberX,COMPLETED,2019-06-05 05:35:05 +0000 UTC,2019-06-05 05:37:56 +0000 UTC,2019-06-05 05:43:45 +0000 UTC,1.6465617744715,6.35,BRL
493,UberX,COMPLETED,2019-06-01 03:16:39 +0000 UTC,2019-06-01 03:20:15 +0000 UTC,2019-06-01 03:24:23 +0000 UTC,1.41728441169176,6.77,BRL
493,UberX,COMPLETED,2019-06-01 00:19:46 +0000 UTC,2019-06-01 00:23:38 +0000 UTC,2019-06-01 00:40:04 +0000 UTC,3.62784647402535,12.12,BRL
493,UberX,COMPLETED,2019-05-26 06:03:17 +0000 UTC,2019-05-26 06:06:16 +0000 UTC,2019-05-26 06:12:25 +0000 UTC,1.83554547516753,7.39,BRL
493,UberX,CANCELED,2019-05-26 05:59:32 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,CANCELED,2019-05-26 05:44:35 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,COMPLETED,2019-05-26 01:42:00 +0000 UTC,2019-05-26 01:46:51 +0000 UTC,2019-05-26 01:54:46 +0000 UTC,1.22998431562645,6.4,BRL
493,UberX,COMPLETED,2019-05-24 15:59:51 +0000 UTC,2019-05-24 16:06:29 +0000 UTC,2019-05-24 16:16:09 +0000 UTC,1.26910628113791,7.17,BRL
493,UberX,COMPLETED,2019-05-24 15:33:35 +0000 UTC,2019-05-24 15:35:03 +0000 UTC,2019-05-24 15:51:11 +0000 UTC,1.65168979242961,7.61,BRL
493,UberX,COMPLETED,2019-05-21 18:15:35 +0000 UTC,2019-05-21 18:18:24 +0000 UTC,2019-05-21 18:45:11 +0000 UTC,7.68127257146304,23.01,BRL
493,UberX,COMPLETED,2019-04-27 05:29:55 +0000 UTC,2019-04-27 05:41:14 +0000 UTC,2019-04-27 05:45:32 +0000 UTC,1.06056824147225,6.4,BRL
493,UberX,COMPLETED,2019-04-19 01:33:49 +0000 UTC,2019-04-19 01:40:42 +0000 UTC,2019-04-19 01:48:20 +0000 UTC,1.77342590205996,6.98,BRL
493,,UNFULFILLED,2019-04-08 01:20:44 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,DRIVER_CANCELED,2019-04-08 01:10:53 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,COMPLETED,2019-04-07 21:03:32 +0000 UTC,2019-04-07 21:10:35 +0000 UTC,2019-04-07 21:25:02 +0000 UTC,2.91854308709796,11.86,BRL
493,UberX,COMPLETED,2019-04-01 19:19:44 +0000 UTC,2019-04-01 19:24:21 +0000 UTC,2019-04-01 19:32:58 +0000 UTC,1.35150090907345,6.8100000000000005,BRL
493,UberX,COMPLETED,2019-03-20 00:20:40 +0000 UTC,2019-03-20 00:21:53 +0000 UTC,2019-03-20 00:37:24 +0000 UTC,4.40017157246996,13.55,BRL
493,UberX,COMPLETED,2019-03-16 02:08:12 +0000 UTC,2019-03-16 02:09:58 +0000 UTC,2019-03-16 02:15:04 +0000 UTC,1.1940688690676,6.16,BRL
493,UberX,DRIVER_CANCELED,2019-03-16 02:01:25 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,6.0,BRL
493,UberX,COMPLETED,2019-02-10 00:20:54 +0000 UTC,2019-02-10 00:22:00 +0000 UTC,2019-02-10 00:28:11 +0000 UTC,1.19643576431685,8.01,BRL
493,UberX,CANCELED,2019-02-10 00:20:27 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,COMPLETED,2019-02-09 21:12:35 +0000 UTC,2019-02-09 21:19:28 +0000 UTC,2019-02-09 21:26:27 +0000 UTC,1.34015840020089,7.94,BRL
493,UberX,COMPLETED,2019-02-07 12:06:27 +0000 UTC,2019-02-07 12:09:01 +0000 UTC,2019-02-07 12:27:15 +0000 UTC,2.38300406100152,11.81,BRL
493,UberX,COMPLETED,2019-02-07 10:17:18 +0000 UTC,2019-02-07 10:21:49 +0000 UTC,2019-02-07 10:43:33 +0000 UTC,3.57637548152304,14.45,BRL
493,UberX,COMPLETED,2019-02-06 20:09:04 +0000 UTC,2019-02-06 20:21:41 +0000 UTC,2019-02-06 20:36:49 +0000 UTC,1.59719453958513,12.37,BRL
493,UberX,COMPLETED,2019-02-06 19:35:46 +0000 UTC,2019-02-06 19:43:22 +0000 UTC,2019-02-06 19:58:08 +0000 UTC,2.28289178061294,17.33,BRL
493,UberX,COMPLETED,2019-02-05 15:50:51 +0000 UTC,2019-02-05 15:54:07 +0000 UTC,2019-02-05 16:08:14 +0000 UTC,2.22708410772969,12.04,BRL
493,UberX,COMPLETED,2019-02-05 12:28:17 +0000 UTC,2019-02-05 12:31:39 +0000 UTC,2019-02-05 12:47:28 +0000 UTC,3.19950932747476,14.11,BRL
493,UberX,COMPLETED,2019-02-05 00:11:56 +0000 UTC,2019-02-05 00:18:04 +0000 UTC,2019-02-05 00:25:31 +0000 UTC,1.58105055221552,8.68,BRL
493,UberX,COMPLETED,2019-01-26 01:09:00 +0000 UTC,2019-01-26 01:11:32 +0000 UTC,2019-01-26 01:16:13 +0000 UTC,1.10718593179994,6.75,BRL
493,UberX,COMPLETED,2019-01-19 03:47:51 +0000 UTC,2019-01-19 03:51:34 +0000 UTC,2019-01-19 03:55:07 +0000 UTC,1.25186047850205,7.94,BRL
493,UberX,COMPLETED,2019-01-19 00:28:34 +0000 UTC,2019-01-19 00:32:25 +0000 UTC,2019-01-19 00:42:04 +0000 UTC,2.82521198073503,11.63,BRL
493,UberX,COMPLETED,2019-01-05 02:20:16 +0000 UTC,2019-01-05 02:22:03 +0000 UTC,2019-01-05 02:28:10 +0000 UTC,1.18258383047497,7.94,BRL
493,UberX,COMPLETED,2019-01-01 01:30:08 +0000 UTC,2019-01-01 01:33:37 +0000 UTC,2019-01-01 01:39:42 +0000 UTC,1.5698462868877,7.94,BRL
493,UberX,COMPLETED,2018-12-31 20:13:58 +0000 UTC,2018-12-31 20:20:07 +0000 UTC,2018-12-31 20:29:43 +0000 UTC,1.9702500249902,9.41,BRL
493,UberX,COMPLETED,2018-12-22 02:36:51 +0000 UTC,2018-12-22 02:41:53 +0000 UTC,2018-12-22 02:46:08 +0000 UTC,1.22629859059525,12.98,BRL
493,UberX,DRIVER_CANCELED,2018-12-22 02:34:47 +0000 UTC,2018-12-22 02:35:32 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,COMPLETED,2018-12-15 09:09:43 +0000 UTC,2018-12-15 09:14:23 +0000 UTC,2018-12-15 09:34:44 +0000 UTC,5.14601741,26.85,BRL
493,UberX,COMPLETED,2018-12-15 06:33:13 +0000 UTC,2018-12-15 06:46:54 +0000 UTC,2018-12-15 06:55:55 +0000 UTC,4.28641528962005,24.42,BRL
493,UberX,CANCELED,2018-12-15 06:30:09 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,COMPLETED,2018-12-12 23:51:50 +0000 UTC,2018-12-12 23:55:59 +0000 UTC,2018-12-13 00:03:08 +0000 UTC,1.71308780144341,9.76,BRL
458,UberX,COMPLETED,2018-12-07 18:14:04 +0000 UTC,2018-12-07 18:23:05 +0000 UTC,2018-12-07 18:57:56 +0000 UTC,3.4028692359,17.82,BRL
458,UberX,COMPLETED,2018-12-07 16:28:14 +0000 UTC,2018-12-07 16:57:25 +0000 UTC,2018-12-07 17:23:22 +0000 UTC,4.0412404402,14.03,BRL
493,UberX,COMPLETED,2018-12-07 10:40:04 +0000 UTC,2018-12-07 10:51:36 +0000 UTC,2018-12-07 11:14:20 +0000 UTC,3.4573989491622,21.52,BRL
493,UberX,COMPLETED,2018-12-03 22:28:02 +0000 UTC,2018-12-03 22:32:07 +0000 UTC,2018-12-03 22:44:10 +0000 UTC,3.0353191334,9.66,BRL
493,UberX,CANCELED,2018-12-02 06:18:57 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,CANCELED,2018-12-02 06:13:14 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,COMPLETED,2018-12-02 00:20:58 +0000 UTC,2018-12-02 00:26:52 +0000 UTC,2018-12-02 00:45:28 +0000 UTC,3.77261587767315,15.1,BRL
493,UberX,COMPLETED,2018-11-30 02:52:20 +0000 UTC,2018-11-30 02:56:47 +0000 UTC,2018-11-30 03:00:24 +0000 UTC,1.15108086018671,8.82,BRL
493,UberX,COMPLETED,2018-11-24 05:03:49 +0000 UTC,2018-11-24 05:11:07 +0000 UTC,2018-11-24 05:14:38 +0000 UTC,1.1569313380904,7.69,BRL
493,UberX,COMPLETED,2018-11-23 03:39:59 +0000 UTC,2018-11-23 03:41:24 +0000 UTC,2018-11-23 03:46:57 +0000 UTC,1.64915955903964,6.62,BRL
493,UberX,COMPLETED,2018-11-20 22:18:35 +0000 UTC,2018-11-20 22:22:33 +0000 UTC,2018-11-20 22:39:50 +0000 UTC,4.19582172979579,11.46,BRL
493,UberX,COMPLETED,2018-11-18 03:39:04 +0000 UTC,2018-11-18 03:44:03 +0000 UTC,2018-11-18 03:48:25 +0000 UTC,1.56317628110015,6.62,BRL
493,UberX,COMPLETED,2018-11-17 21:27:21 +0000 UTC,2018-11-17 21:31:58 +0000 UTC,2018-11-17 21:42:40 +0000 UTC,2.06560162014004,8.38,BRL
493,UberX,COMPLETED,2018-11-15 05:21:05 +0000 UTC,2018-11-15 05:27:40 +0000 UTC,2018-11-15 05:38:49 +0000 UTC,4.0305431931,11.24,BRL
493,UberX,CANCELED,2018-11-15 05:07:49 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,DRIVER_CANCELED,2018-11-15 04:57:08 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,COMPLETED,2018-11-14 08:41:11 +0000 UTC,2018-11-14 08:57:18 +0000 UTC,2018-11-14 09:15:22 +0000 UTC,3.50252908,14.42,BRL
493,UberX,COMPLETED,2018-11-10 03:22:49 +0000 UTC,2018-11-10 03:27:49 +0000 UTC,2018-11-10 03:32:47 +0000 UTC,1.2020643484,8.79,BRL
493,UberX,COMPLETED,2018-11-09 22:39:32 +0000 UTC,2018-11-09 22:47:43 +0000 UTC,2018-11-09 23:05:42 +0000 UTC,2.8957265777,25.31,BRL
493,UberX,CANCELED,2018-11-09 22:26:01 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,0.0,0.0,BRL
493,UberX,COMPLETED,2018-11-09 19:18:41 +0000 UTC,2018-11-09 19:30:01 +0000 UTC,2018-11-09 20:00:16 +0000 UTC,3.7989289473,20.4,BRL
493,UberX,COMPLETED,2018-11-09 08:36:19 +0000 UTC,2018-11-09 08:44:29 +0000 UTC,2018-11-09 08:59:58 +0000 UTC,3.7365830831,12.31,BRL
